19:16:04 - Creata piattaforma a x=250, y=700, livello=Mantello
19:16:04 - Creata piattaforma a x=100, y=580, livello=Mantello
19:16:04 - Creata piattaforma a x=400, y=480, livello=Mantello
19:16:04 - Creata piattaforma a x=200, y=360, livello=Mantello
19:16:04 - Creata piattaforma a x=450, y=260, livello=Mantello
19:16:04 - Creata piattaforma a x=150, y=140, livello=Mantello
19:16:04 - Creata piattaforma a x=380, y=40, livello=Mantello
19:16:04 - Creata piattaforma a x=250, y=-80, livello=Mantello
19:16:04 - Creata piattaforma a x=420, y=-180, livello=Mantello
19:16:04 - Creata piattaforma a x=180, y=-300, livello=Mantello
19:16:04 - Creata piattaforma a x=350, y=-400, livello=Mantello
19:16:04 - Creata piattaforma a x=120, y=-520, livello=Mantello
19:16:04 - Creata piattaforma a x=400, y=-620, livello=Mantello
19:16:04 - Creata piattaforma a x=220, y=-740, livello=Mantello
19:16:04 - Creata piattaforma a x=380, y=-840, livello=Mantello
19:16:04 - Creata piattaforma a x=150, y=-960, livello=Mantello
19:16:04 - Creata piattaforma a x=450, y=-1060, livello=Mantello
19:16:04 - Creata piattaforma a x=200, y=-1180, livello=Crosta Terrestre
19:16:04 - Creata piattaforma a x=420, y=-1280, livello=Crosta Terrestre
19:16:04 - Creata piattaforma a x=150, y=-1400, livello=Crosta Terrestre
19:16:04 - Creata piattaforma a x=380, y=-1500, livello=Crosta Terrestre
19:16:04 - Creata piattaforma a x=250, y=-1620, livello=Crosta Terrestre
19:16:04 - Creata piattaforma a x=420, y=-1720, livello=Crosta Terrestre
19:16:04 - Creata piattaforma a x=180, y=-1840, livello=Crosta Terrestre
19:16:04 - Creata piattaforma a x=350, y=-1940, livello=Crosta Terrestre
19:16:04 - Creata piattaforma a x=120, y=-2060, livello=Crosta Terrestre
19:16:04 - Creata piattaforma a x=400, y=-2160, livello=Crosta Terrestre
19:16:04 - Creata piattaforma a x=220, y=-2280, livello=Crosta Terrestre
19:16:04 - Creata piattaforma a x=380, y=-2380, livello=Crosta Terrestre
19:16:04 - Creata piattaforma a x=150, y=-2500, livello=Crosta Terrestre
19:16:04 - Creata piattaforma a x=450, y=-2600, livello=Crosta Terrestre
19:16:04 - Creata piattaforma a x=200, y=-2720, livello=Crosta Terrestre
19:16:04 - Creata piattaforma a x=400, y=-2820, livello=Crosta Terrestre
19:16:04 - Creata piattaforma a x=200, y=-2940, livello=Vulcano
19:16:04 - Creata piattaforma a x=420, y=-3040, livello=Vulcano
19:16:04 - Creata piattaforma a x=150, y=-3160, livello=Vulcano
19:16:04 - Creata piattaforma a x=380, y=-3260, livello=Vulcano
19:16:04 - Creata piattaforma a x=250, y=-3380, livello=Vulcano
19:16:04 - Creata piattaforma a x=420, y=-3480, livello=Vulcano
19:16:04 - Creata piattaforma a x=180, y=-3600, livello=Vulcano
19:16:04 - Creata piattaforma a x=350, y=-3700, livello=Vulcano
19:16:04 - Creata piattaforma a x=120, y=-3820, livello=Vulcano
19:16:04 - Creata piattaforma a x=400, y=-3920, livello=Vulcano
19:16:04 - Creata piattaforma a x=220, y=-4040, livello=Vulcano
19:16:04 - Creata piattaforma a x=380, y=-4140, livello=Vulcano
19:16:04 - Creata piattaforma a x=150, y=-4260, livello=Vulcano
19:16:04 - Creata piattaforma a x=450, y=-4360, livello=Vulcano
19:16:04 - Creata piattaforma a x=200, y=-4480, livello=Vulcano
19:16:04 - Creata piattaforma a x=400, y=-4580, livello=Vulcano
19:16:04 - GAME OVER - Pos Y: 851.8, Velocità Y: 15, Ultima piattaforma Y: -4580
19:16:04 - GAME OVER - Pos Y: 866.8, Velocità Y: 15, Ultima piattaforma Y: -4580
19:16:05 - GAME OVER - Pos Y: 881.8, Velocità Y: 15, Ultima piattaforma Y: -4580
19:16:05 - GAME OVER - Pos Y: 896.8, Velocità Y: 15, Ultima piattaforma Y: -4580
19:16:05 - GAME OVER - Pos Y: 911.8, Velocità Y: 15, Ultima piattaforma Y: -4580
19:16:05 - GAME OVER - Pos Y: 926.8, Velocità Y: 15, Ultima piattaforma Y: -4580
19:16:05 - GAME OVER - Pos Y: 941.8, Velocità Y: 15, Ultima piattaforma Y: -4580
19:16:05 - GAME OVER - Pos Y: 956.8, Velocità Y: 15, Ultima piattaforma Y: -4580
19:16:05 - GAME OVER - Pos Y: 971.8, Velocità Y: 15, Ultima piattaforma Y: -4580
19:16:05 - GAME OVER - Pos Y: 986.8, Velocità Y: 15, Ultima piattaforma Y: -4580
19:16:05 - GAME OVER - Pos Y: 1001.8, Velocità Y: 15, Ultima piattaforma Y: -4580
19:16:05 - GAME OVER - Pos Y: 1016.8, Velocità Y: 15, Ultima piattaforma Y: -4580
19:16:05 - GAME OVER - Pos Y: 1031.8, Velocità Y: 15, Ultima piattaforma Y: -4580
19:16:05 - GAME OVER - Pos Y: 1046.8, Velocità Y: 15, Ultima piattaforma Y: -4580
19:16:05 - GAME OVER - Pos Y: 1061.8, Velocità Y: 15, Ultima piattaforma Y: -4580
