19:06:32 - Rimbalzo - Pos Y: 717.1825157324799, Velocità Y: -14, Piattaforma Y: 750
19:06:32 - Rimbalzo - Pos Y: 710.4405363948736, Velocità Y: -14, Piattaforma Y: 750
19:06:33 - Rimbalzo - Pos Y: 709.7396950274205, Velocità Y: -14, Piattaforma Y: 750
19:06:34 - Rimbalzo - Pos Y: 659.5753563342441, Velocità Y: -14, Piattaforma Y: 700
19:06:34 - Rimbalzo - Pos Y: 659.7235461924798, Velocità Y: -14, Piattaforma Y: 700
19:06:34 - Rimbalzo - Pos Y: 560.9076916691279, Velocità Y: -14, Piattaforma Y: 600
19:06:35 - Rimbalzo - Pos Y: 559.738940670424, Velocità Y: -14, Piattaforma Y: 600
19:06:35 - Rimbalzo - Pos Y: 461.9354124647011, Velocità Y: -14, Piattaforma Y: 500
19:06:36 - Rimbalzo - Pos Y: 653.8295630190499, Velocità Y: -14, Piattaforma Y: 700
19:06:37 - Rimbalzo - Pos Y: 658.3390972775541, Velocità Y: -14, Piattaforma Y: 700
19:06:37 - Rimbalzo - Pos Y: 559.7143803330024, Velocità Y: -14, Piattaforma Y: 600
19:06:38 - Rimbalzo - Pos Y: 558.3651625589906, Velocità Y: -14, Piattaforma Y: 600
19:06:38 - Rimbalzo - Pos Y: 559.6775706877415, Velocità Y: -14, Piattaforma Y: 600
19:06:39 - Rimbalzo - Pos Y: 460.0451109792574, Velocità Y: -14, Piattaforma Y: 500
19:06:39 - Rimbalzo - Pos Y: 555.1738794959306, Velocità Y: -14, Piattaforma Y: 600
19:06:40 - Rimbalzo - Pos Y: 558.57777727955, Velocità Y: -14, Piattaforma Y: 600
19:06:40 - Rimbalzo - Pos Y: 559.5706415391334, Velocità Y: -14, Piattaforma Y: 600
19:06:41 - Rimbalzo - Pos Y: 460.17089226907444, Velocità Y: -14, Piattaforma Y: 500
19:06:41 - Rimbalzo - Pos Y: 457.3000918120965, Velocità Y: -14, Piattaforma Y: 500
19:06:42 - Rimbalzo - Pos Y: 459.67498432029424, Velocità Y: -14, Piattaforma Y: 500
19:06:42 - Rimbalzo - Pos Y: 359.51198217948587, Velocità Y: -14, Piattaforma Y: 400
19:06:42 - Stato gioco - Altezza: -0.00 km, World offset: 3.688017820514119, Player y: 276.3119821794859, Velocità y: -7.599999999999995
19:06:42 - Piattaforma trovata a y: 750, con offset: 753.6880178205141
19:06:42 - Piattaforma trovata a y: 700, con offset: 703.6880178205141
19:06:42 - Piattaforma trovata a y: 600, con offset: 603.6880178205141
19:06:42 - Piattaforma trovata a y: 500, con offset: 503.6880178205141
19:06:42 - Piattaforma trovata a y: 400, con offset: 403.6880178205141
19:06:42 - Piattaforma trovata a y: 300, con offset: 303.6880178205141
19:06:42 - Piattaforma più alta trovata a: 753.6880178205141
19:06:42 - Nuova piattaforma MANTELLO - Y: 671.6880178205141, Width: 116, Distanza dalla precedente: 82.0
19:06:42 - Nuova piattaforma MANTELLO - Y: 585.6880178205141, Width: 98, Distanza dalla precedente: 86.0
19:06:42 - Nuova piattaforma MANTELLO - Y: 479.6880178205141, Width: 122, Distanza dalla precedente: 106.0
19:06:42 - Nuova piattaforma MANTELLO - Y: 378.6880178205141, Width: 104, Distanza dalla precedente: 101.0
19:06:42 - Nuova piattaforma MANTELLO - Y: 272.6880178205141, Width: 103, Distanza dalla precedente: 106.0
19:06:42 - Nuova piattaforma MANTELLO - Y: 153.68801782051412, Width: 124, Distanza dalla precedente: 119.0
19:06:42 - Nuova piattaforma MANTELLO - Y: 69.68801782051412, Width: 122, Distanza dalla precedente: 84.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -26.31198217948588, Width: 124, Distanza dalla precedente: 96.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -146.31198217948588, Width: 119, Distanza dalla precedente: 120.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -230.31198217948588, Width: 90, Distanza dalla precedente: 84.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -349.3119821794859, Width: 117, Distanza dalla precedente: 119.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -438.3119821794859, Width: 97, Distanza dalla precedente: 89.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -538.3119821794859, Width: 113, Distanza dalla precedente: 100.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -650.3119821794859, Width: 95, Distanza dalla precedente: 112.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -744.3119821794859, Width: 92, Distanza dalla precedente: 94.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -851.3119821794859, Width: 126, Distanza dalla precedente: 107.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -936.3119821794859, Width: 92, Distanza dalla precedente: 85.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -1048.3119821794858, Width: 117, Distanza dalla precedente: 111.99999999999989
19:06:42 - Nuova piattaforma MANTELLO - Y: -1128.3119821794858, Width: 91, Distanza dalla precedente: 80.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -1239.3119821794858, Width: 130, Distanza dalla precedente: 111.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -1347.3119821794858, Width: 109, Distanza dalla precedente: 108.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -1446.3119821794858, Width: 130, Distanza dalla precedente: 99.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -1535.3119821794858, Width: 120, Distanza dalla precedente: 89.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -1631.3119821794858, Width: 107, Distanza dalla precedente: 96.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -1744.3119821794858, Width: 105, Distanza dalla precedente: 113.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -1856.3119821794858, Width: 123, Distanza dalla precedente: 112.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -1961.3119821794858, Width: 124, Distanza dalla precedente: 105.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -2043.3119821794858, Width: 128, Distanza dalla precedente: 82.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -2162.3119821794858, Width: 114, Distanza dalla precedente: 119.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -2259.3119821794858, Width: 119, Distanza dalla precedente: 97.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -2364.3119821794858, Width: 112, Distanza dalla precedente: 105.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -2469.3119821794858, Width: 101, Distanza dalla precedente: 105.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -2568.3119821794858, Width: 120, Distanza dalla precedente: 99.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -2675.3119821794858, Width: 110, Distanza dalla precedente: 107.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -2757.3119821794858, Width: 115, Distanza dalla precedente: 82.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -2857.3119821794858, Width: 111, Distanza dalla precedente: 100.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -2974.3119821794858, Width: 101, Distanza dalla precedente: 117.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -3065.3119821794858, Width: 122, Distanza dalla precedente: 91.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -3178.3119821794858, Width: 128, Distanza dalla precedente: 113.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -3294.3119821794858, Width: 129, Distanza dalla precedente: 116.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -3388.3119821794858, Width: 94, Distanza dalla precedente: 94.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -3492.3119821794858, Width: 123, Distanza dalla precedente: 104.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -3574.3119821794858, Width: 92, Distanza dalla precedente: 82.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -3675.3119821794858, Width: 90, Distanza dalla precedente: 101.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -3779.3119821794858, Width: 127, Distanza dalla precedente: 104.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -3870.3119821794858, Width: 126, Distanza dalla precedente: 91.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -3984.3119821794858, Width: 112, Distanza dalla precedente: 114.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -4077.3119821794858, Width: 114, Distanza dalla precedente: 93.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -4168.311982179486, Width: 122, Distanza dalla precedente: 91.00000000000045
19:06:42 - Nuova piattaforma MANTELLO - Y: -4273.311982179486, Width: 124, Distanza dalla precedente: 105.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -4390.311982179486, Width: 110, Distanza dalla precedente: 117.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -4470.311982179486, Width: 104, Distanza dalla precedente: 80.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -4562.311982179486, Width: 100, Distanza dalla precedente: 92.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -4677.311982179486, Width: 99, Distanza dalla precedente: 115.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -4758.311982179486, Width: 116, Distanza dalla precedente: 81.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -4873.311982179486, Width: 103, Distanza dalla precedente: 115.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -4979.311982179486, Width: 124, Distanza dalla precedente: 106.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -5059.311982179486, Width: 107, Distanza dalla precedente: 80.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -5150.311982179486, Width: 93, Distanza dalla precedente: 91.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -5259.311982179486, Width: 112, Distanza dalla precedente: 109.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -5377.311982179486, Width: 113, Distanza dalla precedente: 118.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -5489.311982179486, Width: 108, Distanza dalla precedente: 112.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -5603.311982179486, Width: 117, Distanza dalla precedente: 114.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -5717.311982179486, Width: 114, Distanza dalla precedente: 114.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -5798.311982179486, Width: 99, Distanza dalla precedente: 81.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -5913.311982179486, Width: 106, Distanza dalla precedente: 115.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -6031.311982179486, Width: 118, Distanza dalla precedente: 118.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -6144.311982179486, Width: 116, Distanza dalla precedente: 113.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -6259.311982179486, Width: 118, Distanza dalla precedente: 115.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -6362.311982179486, Width: 103, Distanza dalla precedente: 103.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -6450.311982179486, Width: 95, Distanza dalla precedente: 88.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -6557.311982179486, Width: 95, Distanza dalla precedente: 107.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -6638.311982179486, Width: 119, Distanza dalla precedente: 81.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -6727.311982179486, Width: 108, Distanza dalla precedente: 89.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -6822.311982179486, Width: 95, Distanza dalla precedente: 95.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -6933.311982179486, Width: 109, Distanza dalla precedente: 111.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -7041.311982179486, Width: 123, Distanza dalla precedente: 108.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -7129.311982179486, Width: 120, Distanza dalla precedente: 88.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -7226.311982179486, Width: 98, Distanza dalla precedente: 97.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -7327.311982179486, Width: 104, Distanza dalla precedente: 101.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -7417.311982179486, Width: 110, Distanza dalla precedente: 90.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -7505.311982179486, Width: 127, Distanza dalla precedente: 88.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -7611.311982179486, Width: 119, Distanza dalla precedente: 106.0
