19:06:32 - Rimbalzo - Pos Y: 717.1825157324799, Velocità Y: -14, Piattaforma Y: 750
19:06:42 - Nuova piattaforma MANTELLO - Y: -7723.311982179486, Width: 108, Distanza dalla precedente: 112.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -7810.311982179486, Width: 95, Distanza dalla precedente: 87.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -7911.311982179486, Width: 118, Distanza dalla precedente: 101.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -8012.311982179486, Width: 129, Distanza dalla precedente: 101.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -8095.311982179486, Width: 102, Distanza dalla precedente: 83.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -8200.311982179486, Width: 97, Distanza dalla precedente: 105.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -8286.311982179486, Width: 94, Distanza dalla precedente: 86.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -8369.311982179486, Width: 121, Distanza dalla precedente: 83.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -8454.311982179486, Width: 112, Distanza dalla precedente: 85.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -8540.311982179486, Width: 92, Distanza dalla precedente: 86.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -8649.311982179486, Width: 121, Distanza dalla precedente: 109.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -8755.311982179486, Width: 127, Distanza dalla precedente: 106.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -8870.311982179486, Width: 106, Distanza dalla precedente: 115.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -8990.311982179486, Width: 117, Distanza dalla precedente: 120.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -9077.311982179486, Width: 102, Distanza dalla precedente: 87.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -9164.311982179486, Width: 122, Distanza dalla precedente: 87.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -9245.311982179486, Width: 126, Distanza dalla precedente: 81.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -9357.311982179486, Width: 100, Distanza dalla precedente: 112.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -9437.311982179486, Width: 124, Distanza dalla precedente: 80.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -9526.311982179486, Width: 107, Distanza dalla precedente: 89.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -9628.311982179486, Width: 110, Distanza dalla precedente: 102.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -9728.311982179486, Width: 125, Distanza dalla precedente: 100.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -9818.311982179486, Width: 96, Distanza dalla precedente: 90.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -9927.311982179486, Width: 102, Distanza dalla precedente: 109.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -10045.311982179486, Width: 127, Distanza dalla precedente: 118.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -10126.311982179486, Width: 103, Distanza dalla precedente: 81.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -10209.311982179486, Width: 100, Distanza dalla precedente: 83.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -10305.311982179486, Width: 96, Distanza dalla precedente: 96.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -10414.311982179486, Width: 100, Distanza dalla precedente: 109.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -10496.311982179486, Width: 119, Distanza dalla precedente: 82.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -10607.311982179486, Width: 119, Distanza dalla precedente: 111.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -10726.311982179486, Width: 91, Distanza dalla precedente: 119.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -10826.311982179486, Width: 123, Distanza dalla precedente: 100.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -10919.311982179486, Width: 109, Distanza dalla precedente: 93.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -11006.311982179486, Width: 98, Distanza dalla precedente: 87.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -11114.311982179486, Width: 129, Distanza dalla precedente: 108.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -11218.311982179486, Width: 115, Distanza dalla precedente: 104.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -11309.311982179486, Width: 100, Distanza dalla precedente: 91.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -11406.311982179486, Width: 105, Distanza dalla precedente: 97.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -11526.311982179486, Width: 124, Distanza dalla precedente: 120.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -11638.311982179486, Width: 114, Distanza dalla precedente: 112.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -11743.311982179486, Width: 107, Distanza dalla precedente: 105.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -11824.311982179486, Width: 95, Distanza dalla precedente: 81.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -11915.311982179486, Width: 120, Distanza dalla precedente: 91.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -12006.311982179486, Width: 118, Distanza dalla precedente: 91.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -12102.311982179486, Width: 105, Distanza dalla precedente: 96.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -12186.311982179486, Width: 106, Distanza dalla precedente: 84.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -12274.311982179486, Width: 130, Distanza dalla precedente: 88.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -12378.311982179486, Width: 115, Distanza dalla precedente: 104.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -12486.311982179486, Width: 128, Distanza dalla precedente: 108.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -12576.311982179486, Width: 119, Distanza dalla precedente: 90.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -12667.311982179486, Width: 107, Distanza dalla precedente: 91.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -12751.311982179486, Width: 99, Distanza dalla precedente: 84.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -12869.311982179486, Width: 114, Distanza dalla precedente: 118.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -12976.311982179486, Width: 103, Distanza dalla precedente: 107.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -13062.311982179486, Width: 121, Distanza dalla precedente: 86.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -13148.311982179486, Width: 90, Distanza dalla precedente: 86.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -13246.311982179486, Width: 96, Distanza dalla precedente: 98.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -13342.311982179486, Width: 113, Distanza dalla precedente: 96.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -13434.311982179486, Width: 99, Distanza dalla precedente: 92.0
19:06:42 - Nuova piattaforma MANTELLO - Y: -13516.311982179486, Width: 93, Distanza dalla precedente: 82.0
19:06:42 - Stato gioco - Altezza: -0.01 km, World offset: 14.17603564102825, Player y: 269.51198217948587, Velocità y: -6.799999999999995
19:06:42 - Piattaforma trovata a y: 750, con offset: 764.1760356410282
19:06:42 - Piattaforma trovata a y: 700, con offset: 714.1760356410282
19:06:42 - Piattaforma trovata a y: 600, con offset: 614.1760356410282
19:06:42 - Piattaforma trovata a y: 500, con offset: 514.1760356410282
19:06:42 - Piattaforma trovata a y: 400, con offset: 414.17603564102825
19:06:42 - Piattaforma trovata a y: 300, con offset: 314.17603564102825
19:06:42 - Piattaforma trovata a y: 671, con offset: 685.1760356410282
19:06:42 - Piattaforma trovata a y: 585, con offset: 599.1760356410282
19:06:42 - Piattaforma trovata a y: 479, con offset: 493.17603564102825
19:06:42 - Piattaforma trovata a y: 378, con offset: 392.17603564102825
19:06:42 - Piattaforma trovata a y: 272, con offset: 286.17603564102825
19:06:42 - Piattaforma trovata a y: 153, con offset: 167.17603564102825
19:06:42 - Piattaforma trovata a y: 69, con offset: 83.17603564102825
19:06:42 - Piattaforma trovata a y: -26, con offset: -11.82396435897175
19:06:42 - Piattaforma trovata a y: -146, con offset: -131.82396435897175
19:06:42 - Piattaforma trovata a y: -230, con offset: -215.82396435897175
19:06:42 - Piattaforma trovata a y: -349, con offset: -334.82396435897175
19:06:42 - Piattaforma trovata a y: -438, con offset: -423.82396435897175
19:06:42 - Piattaforma trovata a y: -538, con offset: -523.8239643589718
19:06:42 - Piattaforma trovata a y: -650, con offset: -635.8239643589718
19:06:42 - Piattaforma trovata a y: -744, con offset: -729.8239643589718
19:06:42 - Piattaforma trovata a y: -851, con offset: -836.8239643589718
19:06:42 - Piattaforma trovata a y: -936, con offset: -921.8239643589718
19:06:42 - Piattaforma trovata a y: -1048, con offset: -1033.8239643589718
19:06:42 - Piattaforma trovata a y: -1128, con offset: -1113.8239643589718
19:06:42 - Piattaforma trovata a y: -1239, con offset: -1224.8239643589718
19:06:42 - Piattaforma trovata a y: -1347, con offset: -1332.8239643589718
19:06:42 - Piattaforma trovata a y: -1446, con offset: -1431.8239643589718
19:06:42 - Piattaforma trovata a y: -1535, con offset: -1520.8239643589718
19:06:42 - Piattaforma trovata a y: -1631, con offset: -1616.8239643589718
19:06:42 - Piattaforma trovata a y: -1744, con offset: -1729.8239643589718
19:06:42 - Piattaforma trovata a y: -1856, con offset: -1841.8239643589718
19:06:42 - Piattaforma trovata a y: -1961, con offset: -1946.8239643589718
19:06:42 - Piattaforma trovata a y: -2043, con offset: -2028.8239643589718
19:06:42 - Piattaforma trovata a y: -2162, con offset: -2147.823964358972
19:06:42 - Piattaforma trovata a y: -2259, con offset: -2244.823964358972
19:06:42 - Piattaforma trovata a y: -2364, con offset: -2349.823964358972
19:06:42 - Piattaforma trovata a y: -2469, con offset: -2454.823964358972
19:06:42 - Piattaforma trovata a y: -2568, con offset: -2553.823964358972
19:06:42 - Piattaforma trovata a y: -2675, con offset: -2660.823964358972
19:06:42 - Piattaforma trovata a y: -2757, con offset: -2742.823964358972
19:06:42 - Piattaforma trovata a y: -2857, con offset: -2842.823964358972
19:06:42 - Piattaforma trovata a y: -2974, con offset: -2959.823964358972
19:06:42 - Piattaforma trovata a y: -3065, con offset: -3050.823964358972
19:06:42 - Piattaforma trovata a y: -3178, con offset: -3163.823964358972
19:06:42 - Piattaforma trovata a y: -3294, con offset: -3279.823964358972
19:06:42 - Piattaforma trovata a y: -3388, con offset: -3373.823964358972
19:06:42 - Piattaforma trovata a y: -3492, con offset: -3477.823964358972
19:06:42 - Piattaforma trovata a y: -3574, con offset: -3559.823964358972
19:06:42 - Piattaforma trovata a y: -3675, con offset: -3660.823964358972
19:06:42 - Piattaforma trovata a y: -3779, con offset: -3764.823964358972
19:06:42 - Piattaforma trovata a y: -3870, con offset: -3855.823964358972
19:06:42 - Piattaforma trovata a y: -3984, con offset: -3969.823964358972
19:06:42 - Piattaforma trovata a y: -4077, con offset: -4062.823964358972
19:06:42 - Piattaforma trovata a y: -4168, con offset: -4153.823964358971
19:06:42 - Piattaforma trovata a y: -4273, con offset: -4258.823964358971
19:06:42 - Piattaforma trovata a y: -4390, con offset: -4375.823964358971
19:06:42 - Piattaforma trovata a y: -4470, con offset: -4455.823964358971
19:06:42 - Piattaforma trovata a y: -4562, con offset: -4547.823964358971
19:06:42 - Piattaforma trovata a y: -4677, con offset: -4662.823964358971
19:06:42 - Piattaforma trovata a y: -4758, con offset: -4743.823964358971
19:06:42 - Piattaforma trovata a y: -4873, con offset: -4858.823964358971
19:06:42 - Piattaforma trovata a y: -4979, con offset: -4964.823964358971
19:06:42 - Piattaforma trovata a y: -5059, con offset: -5044.823964358971
19:06:42 - Piattaforma trovata a y: -5150, con offset: -5135.823964358971
19:06:42 - Piattaforma trovata a y: -5259, con offset: -5244.823964358971
19:06:42 - Piattaforma trovata a y: -5377, con offset: -5362.823964358971
19:06:42 - Piattaforma trovata a y: -5489, con offset: -5474.823964358971
19:06:42 - Piattaforma trovata a y: -5603, con offset: -5588.823964358971
19:06:42 - Piattaforma trovata a y: -5717, con offset: -5702.823964358971
19:06:42 - Piattaforma trovata a y: -5798, con offset: -5783.823964358971
19:06:42 - Piattaforma trovata a y: -5913, con offset: -5898.823964358971
19:06:42 - Piattaforma trovata a y: -6031, con offset: -6016.823964358971
19:06:42 - Piattaforma trovata a y: -6144, con offset: -6129.823964358971
19:06:42 - Piattaforma trovata a y: -6259, con offset: -6244.823964358971
19:06:42 - Piattaforma trovata a y: -6362, con offset: -6347.823964358971
19:06:42 - Piattaforma trovata a y: -6450, con offset: -6435.823964358971
19:06:42 - Piattaforma trovata a y: -6557, con offset: -6542.823964358971
19:06:42 - Piattaforma trovata a y: -6638, con offset: -6623.823964358971
19:06:42 - Piattaforma trovata a y: -6727, con offset: -6712.823964358971
19:06:42 - Piattaforma trovata a y: -6822, con offset: -6807.823964358971
19:06:42 - Piattaforma trovata a y: -6933, con offset: -6918.823964358971
19:06:42 - Piattaforma trovata a y: -7041, con offset: -7026.823964358971
19:06:42 - Piattaforma trovata a y: -7129, con offset: -7114.823964358971
19:06:42 - Piattaforma trovata a y: -7226, con offset: -7211.823964358971
19:06:42 - Piattaforma trovata a y: -7327, con offset: -7312.823964358971
19:06:42 - Piattaforma trovata a y: -7417, con offset: -7402.823964358971
19:06:42 - Piattaforma trovata a y: -7505, con offset: -7490.823964358971
19:06:42 - Piattaforma trovata a y: -7611, con offset: -7596.823964358971
19:06:42 - Piattaforma trovata a y: -7723, con offset: -7708.823964358971
19:06:42 - Piattaforma trovata a y: -7810, con offset: -7795.823964358971
19:06:42 - Piattaforma trovata a y: -7911, con offset: -7896.823964358971
19:06:42 - Piattaforma trovata a y: -8012, con offset: -7997.823964358971
19:06:42 - Piattaforma trovata a y: -8095, con offset: -8080.823964358971
19:06:42 - Piattaforma trovata a y: -8200, con offset: -8185.823964358971
19:06:42 - Piattaforma trovata a y: -8286, con offset: -8271.823964358971
19:06:42 - Piattaforma trovata a y: -8369, con offset: -8354.823964358971
19:06:42 - Piattaforma trovata a y: -8454, con offset: -8439.823964358971
19:06:42 - Piattaforma trovata a y: -8540, con offset: -8525.823964358971
19:06:42 - Piattaforma trovata a y: -8649, con offset: -8634.823964358971
19:06:42 - Piattaforma trovata a y: -8755, con offset: -8740.823964358971
19:06:42 - Piattaforma trovata a y: -8870, con offset: -8855.823964358971
19:06:42 - Piattaforma trovata a y: -8990, con offset: -8975.823964358971
19:06:42 - Piattaforma trovata a y: -9077, con offset: -9062.823964358971
19:06:42 - Piattaforma trovata a y: -9164, con offset: -9149.823964358971
19:06:42 - Piattaforma trovata a y: -9245, con offset: -9230.823964358971
19:06:42 - Piattaforma trovata a y: -9357, con offset: -9342.823964358971
19:06:42 - Piattaforma trovata a y: -9437, con offset: -9422.823964358971
19:06:42 - Piattaforma trovata a y: -9526, con offset: -9511.823964358971
19:06:42 - Piattaforma trovata a y: -9628, con offset: -9613.823964358971
19:06:42 - Piattaforma trovata a y: -9728, con offset: -9713.823964358971
19:06:42 - Piattaforma trovata a y: -9818, con offset: -9803.823964358971
19:06:42 - Piattaforma trovata a y: -9927, con offset: -9912.823964358971
19:06:42 - Piattaforma trovata a y: -10045, con offset: -10030.823964358971
19:06:42 - Piattaforma trovata a y: -10126, con offset: -10111.823964358971
19:06:42 - Piattaforma trovata a y: -10209, con offset: -10194.823964358971
19:06:42 - Piattaforma trovata a y: -10305, con offset: -10290.823964358971
19:06:42 - Piattaforma trovata a y: -10414, con offset: -10399.823964358971
