07:50:18 - Creata piattaforma a x=250, y=750, livello=Mantello
07:50:18 - Creata piattaforma a x=364, y=670, livello=Mantello
07:50:18 - Creata piattaforma a x=241, y=590, livello=Mantello
07:50:18 - Creata piattaforma a x=182, y=510, livello=Mantello
07:50:18 - Creata piattaforma a x=174, y=430, livello=Mantello
07:50:18 - Creata piattaforma a x=397, y=350, livello=Mantello
07:50:18 - Creata piattaforma a x=443, y=270, livello=Mantello
07:50:18 - Creata piattaforma a x=213, y=190, livello=Mantello
07:50:18 - Creata piattaforma a x=446, y=110, livello=Mantello
07:50:18 - Creata piattaforma a x=432, y=30, livello=Mantello
07:50:18 - Creata piattaforma a x=237, y=-50, livello=Crosta Terrestre
07:50:18 - Creata piattaforma a x=406, y=-130, livello=Crosta Terrestre
07:50:18 - Creata piattaforma a x=283, y=-210, livello=Crosta Terrestre
07:50:18 - Creata piattaforma a x=327, y=-290, livello=Crosta Terrestre
07:50:18 - Creata piattaforma a x=413, y=-370, livello=Crosta Terrestre
07:50:18 - Creata piattaforma a x=248, y=-450, livello=Crosta Terrestre
07:50:18 - Creata piattaforma a x=412, y=-530, livello=Crosta Terrestre
07:50:18 - Creata piattaforma a x=192, y=-610, livello=Crosta Terrestre
07:50:18 - Creata piattaforma a x=158, y=-690, livello=Crosta Terrestre
07:50:18 - Creata piattaforma a x=230, y=-770, livello=Vulcano
07:50:18 - Creata piattaforma a x=341, y=-850, livello=Vulcano
07:50:18 - Creata piattaforma a x=390, y=-930, livello=Vulcano
07:50:18 - Creata piattaforma a x=246, y=-1010, livello=Vulcano
07:50:18 - Creata piattaforma a x=411, y=-1090, livello=Vulcano
07:50:18 - Creata piattaforma a x=446, y=-1170, livello=Vulcano
07:50:18 - Creata piattaforma a x=249, y=-1250, livello=Vulcano
07:50:18 - Creata piattaforma a x=418, y=-1330, livello=Vulcano
07:50:18 - Creata piattaforma a x=178, y=-1410, livello=Vulcano
07:50:18 - Creata piattaforma a x=440, y=-1490, livello=Vulcano
07:50:18 - Creata piattaforma a x=183, y=-1570, livello=Vulcano
07:50:18 - Creata piattaforma a x=369, y=-1650, livello=Vulcano
07:50:18 - Creata piattaforma a x=434, y=-1730, livello=Vulcano
07:50:18 - Creata piattaforma a x=446, y=-1810, livello=Vulcano
07:50:18 - Creata piattaforma a x=107, y=-1890, livello=Vulcano
07:50:18 - Creata piattaforma a x=408, y=-1970, livello=Vulcano
07:50:18 - Creata piattaforma a x=407, y=-2050, livello=Vulcano
07:50:18 - Generate 36 piattaforme in totale
07:50:18 - Rimbalzo - Pos Y: 717.90784, Velocità Y: -14, Piattaforma Y: 750
